,compression_ratio,arc_ar/acc,arc_ar/acc_stderr,arc_bn/acc,arc_bn/acc_stderr,arc_ca/acc,arc_ca/acc_stderr,arc_da/acc,arc_da/acc_stderr,arc_de/acc,arc_de/acc_stderr,arc_es/acc,arc_es/acc_stderr,arc_eu/acc,arc_eu/acc_stderr,arc_fr/acc,arc_fr/acc_stderr,arc_gu/acc,arc_gu/acc_stderr,arc_hi/acc,arc_hi/acc_stderr,arc_hr/acc,arc_hr/acc_stderr,arc_hu/acc,arc_hu/acc_stderr,arc_hy/acc,arc_hy/acc_stderr,arc_id/acc,arc_id/acc_stderr,arc_it/acc,arc_it/acc_stderr,arc_kn/acc,arc_kn/acc_stderr,arc_ml/acc,arc_ml/acc_stderr,arc_mr/acc,arc_mr/acc_stderr,arc_ne/acc,arc_ne/acc_stderr,arc_nl/acc,arc_nl/acc_stderr,arc_pt/acc,arc_pt/acc_stderr,arc_ro/acc,arc_ro/acc_stderr,arc_ru/acc,arc_ru/acc_stderr,arc_sk/acc,arc_sk/acc_stderr,arc_sr/acc,arc_sr/acc_stderr,arc_sv/acc,arc_sv/acc_stderr,arc_ta/acc,arc_ta/acc_stderr,arc_te/acc,arc_te/acc_stderr,arc_uk/acc,arc_uk/acc_stderr,arc_vi/acc,arc_vi/acc_stderr,arc_zh/acc,arc_zh/acc_stderr
0,0.7,0.23438836612489308,0.012395123735692022,0.2198460222412318,0.012117919085693568,0.2478559176672384,0.012649903280247954,0.23050556983718937,0.012333722619144297,0.21471343028229256,0.01201495832608898,0.24871794871794872,0.01264293236712087,0.23637961335676624,0.012599796585941417,0.23353293413173656,0.01237939429409455,0.23189655172413792,0.012396962423413052,0.20976027397260277,0.011918061492863558,0.21471343028229256,0.012014958326088994,0.23715753424657535,0.012450891991896822,0.2009090909090909,0.01208645788262529,0.20341880341880345,0.011773438441003236,0.24550898203592816,0.012593293013246194,0.22125435540069685,0.01225637444656744,0.2119089316987741,0.012098179159288977,0.22251082251082252,0.01224390190156003,0.23182207014542344,0.012347723083980177,0.2292557741659538,0.012299681341843567,0.26495726495726496,0.012907346092481387,0.23479005998286204,0.012413117878613695,0.20701454234388367,0.0118552745905856,0.20017108639863132,0.011707867575185046,0.22241231822070143,0.012168377742629771,0.21974248927038623,0.01213666902901984,0.23905429071803852,0.01262647972280791,0.21228070175438596,0.012116554440051396,0.22412318220701455,0.012201644195165732,0.23931623931623933,0.012479032094485564,0.24017094017094015,0.012494271045361396
